Season,Site,Month,Day,Year,Plot,LSAT_Sediment_depth_mm,LSAT_%,Total_Juvenile_Coral,Total_Juvenile_nSSID,Presence_juv_corals_nSSID,Presence_juv_corals,Siderastrea_Juv,Porites_Juv,Montastrea_Juv,Diploria_Juv,Agaricia_Juv,Favia_Juv
Fall,Carysfort Reef,October,14,2023,24,0.8,10,0,0,0,0,0,0,0,0,0,0
Fall,Carysfort Reef,October,14,2023,25,0.5,50,0,0,0,0,0,0,0,0,0,0
Winter,Ft Lauderdale,January,19,2024,1,0.5,5,0,0,0,0,0,0,0,0,0,0
Winter,Ft Lauderdale,January,19,2024,2,0.5,5,0,0,0,0,0,0,0,0,0,0
Winter,Ft Lauderdale,January,19,2024,3,0.5,3,0,0,0,0,0,0,0,0,0,0
Winter,Ft Lauderdale,January,19,2024,4,0,1,0,0,0,0,0,0,0,0,0,0
Winter,Ft Lauderdale,January,19,2024,5,0.5,1,0,0,0,0,0,0,0,0,0,0
Winter,Ft Lauderdale,January,19,2024,6,0.5,1,0,0,0,0,0,0,0,0,0,0
Winter,Ft Lauderdale,January,19,2024,7,0,3,0,0,0,0,0,0,0,0,0,0
Winter,Ft Lauderdale,January,19,2024,8,0,1,0,0,0,0,0,0,0,0,0,0
Winter,Ft Lauderdale,January,19,2024,9,0.5,1,0,0,0,0,0,0,0,0,0,0
Winter,Ft Lauderdale,January,19,2024,10,0,1,0,0,0,0,0,0,0,0,0,0
Winter,Ft Lauderdale,January,19,2024,11,0.5,1,0,0,0,0,0,0,0,0,0,0
Winter,Ft Lauderdale,January,19,2024,12,0,1,0,0,0,0,0,0,0,0,0,0
Winter,Ft Lauderdale,January,19,2024,13,0,1,0,0,0,0,0,0,0,0,0,0
Winter,Ft Lauderdale,January,19,2024,14,0.5,1,0,0,0,0,0,0,0,0,0,0
Winter,Ft Lauderdale,January,19,2024,15,0,1,0,0,0,0,0,0,0,0,0,0
Winter,Ft Lauderdale,January,19,2024,16,0,1,0,0,0,0,0,0,0,0,0,0
Winter,Ft Lauderdale,January,19,2024,17,0.5,1,0,0,0,0,0,0,0,0,0,0
Winter,Ft Lauderdale,January,19,2024,18,0.5,2,0,0,0,0,0,0,0,0,0,0
Winter,Ft Lauderdale,January,19,2024,19,0,0,0,0,0,0,0,0,0,0,0,0
Winter,Ft Lauderdale,January,19,2024,20,0,0,2,0,0,1,2,0,0,0,0,0
Winter,Ft Lauderdale,January,19,2024,21,0,16,0,0,0,0,0,0,0,0,0,0
Winter,Ft Lauderdale,January,19,2024,22,0.5,3,4,0,0,1,4,0,0,0,0,0
Winter,Ft Lauderdale,January,19,2024,23,1,5,0,0,0,0,0,0,0,0,0,0
Winter,Ft Lauderdale,January,19,2024,24,0.5,3,3,0,0,1,3,0,0,0,0,0
Winter,Ft Lauderdale,January,19,2024,25,0.5,0,0,0,0,0,0,0,0,0,0,0
Winter,Dania Beach,February,13,2024,1,4,80,8,0,0,1,8,0,0,0,0,0
Winter,Dania Beach,February,13,2024,2,4,40,0,0,0,0,0,0,0,0,0,0
Winter,Dania Beach,February,13,2024,3,2,70,0,0,0,0,0,0,0,0,0,0
Winter,Dania Beach,February,13,2024,4,3,80,0,0,0,0,0,0,0,0,0,0
Winter,Dania Beach,February,13,2024,5,2,60,3.5,3.5,1,1,0,3.5,0,0,0,0
Winter,Dania Beach,February,13,2024,6,3,30,0,0,0,0,0,0,0,0,0,0
Winter,Dania Beach,February,13,2024,7,4,95,0,0,0,0,0,0,0,0,0,0
Winter,Dania Beach,February,13,2024,8,4,50,0,0,0,0,0,0,0,0,0,0
Winter,Dania Beach,February,13,2024,9,6,95,0,0,0,0,0,0,0,0,0,0
Winter,Dania Beach,February,13,2024,10,3,25,0,0,0,0,0,0,0,0,0,0
Winter,Dania Beach,February,13,2024,11,3,2,0,0,0,0,0,0,0,0,0,0
Winter,Dania Beach,February,13,2024,12,2,70,0,0,0,0,0,0,0,0,0,0
Winter,Dania Beach,February,13,2024,13,4,100,0,0,0,0,0,0,0,0,0,0
Winter,Dania Beach,February,13,2024,14,2,40,0,0,0,0,0,0,0,0,0,0
Winter,Dania Beach,February,13,2024,15,2,80,0,0,0,0,0,0,0,0,0,0
Winter,Dania Beach,February,13,2024,16,1,35,3,0,0,1,3,0,0,0,0,0
Winter,Dania Beach,February,13,2024,17,1,50,0,0,0,0,0,0,0,0,0,0
Winter,Dania Beach,February,13,2024,18,3,70,0,0,0,0,0,0,0,0,0,0
Winter,Dania Beach,February,13,2024,19,1,70,0,0,0,0,0,0,0,0,0,0
Winter,Dania Beach,February,13,2024,20,2,80,4,4,1,1,0,0,4,0,0,0
Winter,Dania Beach,February,13,2024,21,2,35,0,0,0,0,0,0,0,0,0,0
Winter,Dania Beach,February,13,2024,22,2,55,0,0,0,0,0,0,0,0,0,0
Winter,Dania Beach,February,13,2024,23,1,20,0,0,0,0,0,0,0,0,0,0
Winter,Dania Beach,February,13,2024,24,0,0,0,0,0,0,0,0,0,0,0,0
Winter,Dania Beach,February,13,2024,25,4,85,0,0,0,0,0,0,0,0,0,0
Winter,Emerald Reef,February,2,2024,1,3,90,4.5,0,0,1,4.5,0,0,0,0,0
Winter,Emerald Reef,February,2,2024,2,2,80,3,2,1,1,1,2,0,0,0,0
Winter,Emerald Reef,February,2,2024,3,2,80,0,0,0,0,0,0,0,0,0,0
Winter,Emerald Reef,February,2,2024,4,1,80,0,0,0,0,0,0,0,0,0,0
Winter,Emerald Reef,February,2,2024,5,3,80,0,0,0,0,0,0,0,0,0,0
Winter,Emerald Reef,February,2,2024,6,1,80,0,0,0,0,0,0,0,0,0,0
Winter,Emerald Reef,February,2,2024,7,2,75,0,0,0,0,0,0,0,0,0,0
Winter,Emerald Reef,February,2,2024,8,2,60,0,0,0,0,0,0,0,0,0,0
Winter,Emerald Reef,February,2,2024,9,2,85,0,0,0,0,0,0,0,0,0,0
Winter,Emerald Reef,February,2,2024,10,3,85,4,1.5,1,1,2.5,0,1.5,0,0,0
Winter,Emerald Reef,February,2,2024,11,2,70,3,3,1,1,0,3,0,0,0,0
Winter,Emerald Reef,February,2,2024,12,0,55,0,0,0,0,0,0,0,0,0,0
Winter,Emerald Reef,February,2,2024,13,0,8,0,0,0,0,0,0,0,0,0,0
Winter,Emerald Reef,February,2,2024,14,2,60,0,0,0,0,0,0,0,0,0,0
Winter,Emerald Reef,February,2,2024,15,1.5,60,4,1.5,1,1,2.5,1.5,0,0,0,0
Winter,Emerald Reef,February,2,2024,16,2,80,0,0,0,0,0,0,0,0,0,0
Winter,Emerald Reef,February,2,2024,17,4,50,0,0,0,0,0,0,0,0,0,0
Winter,Emerald Reef,February,2,2024,18,2,40,0,0,0,0,0,0,0,0,0,0
Winter,Emerald Reef,February,2,2024,19,2,47,0,0,0,0,0,0,0,0,0,0
Winter,Emerald Reef,February,2,2024,20,4,90,1.5,0,0,1,1.5,0,0,0,0,0
Winter,Emerald Reef,February,2,2024,21,3,85,0,0,0,0,0,0,0,0,0,0
Winter,Emerald Reef,February,2,2024,22,2,90,0,0,0,0,0,0,0,0,0,0
Winter,Emerald Reef,February,2,2024,23,2,90,3,3,1,1,0,3,0,0,0,0
Winter,Emerald Reef,February,2,2024,24,4,70,2.5,2.5,1,1,0,2.5,0,0,0,0
Winter,Emerald Reef,February,2,2024,25,2,60,4,4,1,1,0,4,0,0,0,0
Winter,Carysfort Reef,January,30,2024,1,2,65,0,0,0,0,0,0,0,0,0,0
Winter,Carysfort Reef,January,30,2024,2,2,55,0,0,0,0,0,0,0,0,0,0
Winter,Carysfort Reef,January,30,2024,3,1,55,6,5,1,1,1,5,0,0,0,0
Winter,Carysfort Reef,January,30,2024,4,1,25,3,3,1,1,0,3,0,0,0,0
Winter,Carysfort Reef,January,30,2024,5,1.5,25,0,0,0,0,0,0,0,0,0,0
Winter,Carysfort Reef,January,30,2024,6,1,35,0,0,0,0,0,0,0,0,0,0
Winter,Carysfort Reef,January,30,2024,7,1.5,45,0,0,0,0,0,0,0,0,0,0
Winter,Carysfort Reef,January,30,2024,8,1.5,41,0,0,0,0,0,0,0,0,0,0
Winter,Carysfort Reef,January,30,2024,9,2,45,0,0,0,0,0,0,0,0,0,0
Winter,Carysfort Reef,January,30,2024,10,1,25,0,0,0,0,0,0,0,0,0,0
Winter,Carysfort Reef,January,30,2024,11,1,5,0,0,0,0,0,0,0,0,0,0
Winter,Carysfort Reef,January,30,2024,12,1.5,55,0,0,0,0,0,0,0,0,0,0
Winter,Carysfort Reef,January,30,2024,13,1,50,0,0,0,0,0,0,0,0,0,0
Winter,Carysfort Reef,January,30,2024,14,1,70,0,0,0,0,0,0,0,0,0,0
Winter,Carysfort Reef,January,30,2024,15,2,30,0,0,0,0,0,0,0,0,0,0
Winter,Carysfort Reef,January,30,2024,16,1.5,35,0,0,0,0,0,0,0,0,0,0
Winter,Carysfort Reef,January,30,2024,17,1,20,0,0,0,0,0,0,0,0,0,0
Winter,Carysfort Reef,January,30,2024,18,1,75,0,0,0,0,0,0,0,0,0,0
Winter,Carysfort Reef,January,30,2024,19,1,40,0,0,0,0,0,0,0,0,0,0
Winter,Carysfort Reef,January,30,2024,20,1.5,75,0,0,0,0,0,0,0,0,0,0
Winter,Carysfort Reef,January,30,2024,21,2,70,0,0,0,0,0,0,0,0,0,0
Winter,Carysfort Reef,January,30,2024,22,0,0,0,0,0,0,0,0,0,0,0,0
Winter,Carysfort Reef,January,30,2024,23,2,50,0,0,0,0,0,0,0,0,0,0
Winter,Carysfort Reef,January,30,2024,24,0,15,0,0,0,0,0,0,0,0,0,0
Winter,Carysfort Reef,January,30,2024,25,2,70,0,0,0,0,0,0,0,0,0,0
Winter,Conch Reef,January,31,2024,1,5,90,0,0,0,0,0,0,0,0,0,0
Winter,Conch Reef,January,31,2024,2,6,90,0,0,0,0,0,0,0,0,0,0
Winter,Conch Reef,January,31,2024,3,6,90,2,0,0,1,2,0,0,0,0,0
Winter,Conch Reef,January,31,2024,4,6,70,0,0,0,0,0,0,0,0,0,0
Winter,Conch Reef,January,31,2024,5,7,80,0,0,0,0,0,0,0,0,0,0
Winter,Conch Reef,January,31,2024,6,5,65,0,0,0,0,0,0,0,0,0,0
Winter,Conch Reef,January,31,2024,7,8,90,0,0,0,0,0,0,0,0,0,0
Winter,Conch Reef,January,31,2024,8,8,90,0,0,0,0,0,0,0,0,0,0
Winter,Conch Reef,January,31,2024,9,9,95,0,0,0,0,0,0,0,0,0,0
Winter,Conch Reef,January,31,2024,10,5,85,0,0,0,0,0,0,0,0,0,0
Winter,Conch Reef,January,31,2024,11,6,95,0,0,0,0,0,0,0,0,0,0
Winter,Conch Reef,January,31,2024,12,7,90,0,0,0,0,0,0,0,0,0,0
Winter,Conch Reef,January,31,2024,13,5,75,3.5,3.5,1,1,0,0,3.5,0,0,0
Winter,Conch Reef,January,31,2024,14,5,95,0,0,0,0,0,0,0,0,0,0
Winter,Conch Reef,January,31,2024,15,7,95,0,0,0,0,0,0,0,0,0,0
Winter,Conch Reef,January,31,2024,16,0,0,1.5,0,0,1,1.5,0,0,0,0,0
Winter,Conch Reef,January,31,2024,17,4,65,0,0,0,0,0,0,0,0,0,0
Winter,Conch Reef,January,31,2024,18,5,65,0,0,0,0,0,0,0,0,0,0
Winter,Conch Reef,January,31,2024,19,2,50,0,0,0,0,0,0,0,0,0,0
Winter,Conch Reef,January,31,2024,20,3,60,0,0,0,0,0,0,0,0,0,0
Winter,Conch Reef,January,31,2024,21,5,50,0,0,0,0,0,0,0,0,0,0
Winter,Conch Reef,January,31,2024,22,3,45,0,0,0,0,0,0,0,0,0,0
Winter,Conch Reef,January,31,2024,23,3,25,5.5,0,0,1,5.5,0,0,0,0,0
Winter,Conch Reef,January,31,2024,24,8,85,0,0,0,0,0,0,0,0,0,0
Winter,Conch Reef,January,31,2024,25,3,65,0,0,0,0,0,0,0,0,0,0
Winter,South Canyon,February,14,2024,1,2,80,0,0,0,0,0,0,0,0,0,0
Winter,South Canyon,February,14,2024,2,2,40,0,0,0,0,0,0,0,0,0,0
Winter,South Canyon,February,14,2024,3,1,10,0,0,0,0,0,0,0,0,0,0
Winter,South Canyon,February,14,2024,4,0,20,0,0,0,0,0,0,0,0,0,0
Winter,South Canyon,February,14,2024,5,2,80,0,0,0,0,0,0,0,0,0,0
Winter,South Canyon,February,14,2024,6,2,25,0,0,0,0,0,0,0,0,0,0
Winter,South Canyon,February,14,2024,7,2,50,0,0,0,0,0,0,0,0,0,0
Winter,South Canyon,February,14,2024,8,1,50,0,0,0,0,0,0,0,0,0,0
Winter,South Canyon,February,14,2024,9,1,20,0,0,0,0,0,0,0,0,0,0
Winter,South Canyon,February,14,2024,10,1,10,0,0,0,0,0,0,0,0,0,0
Winter,South Canyon,February,14,2024,11,1,25,0,0,0,0,0,0,0,0,0,0
Winter,South Canyon,February,14,2024,12,2,75,0,0,0,0,0,0,0,0,0,0
Winter,South Canyon,February,14,2024,13,2,25,0,0,0,0,0,0,0,0,0,0
Winter,South Canyon,February,14,2024,14,0,0,0,0,0,0,0,0,0,0,0,0
Winter,South Canyon,February,14,2024,15,0,27,0,0,0,0,0,0,0,0,0,0
Winter,South Canyon,February,14,2024,16,0,0,0,0,0,0,0,0,0,0,0,0
Winter,South Canyon,February,14,2024,17,2,60,0,0,0,0,0,0,0,0,0,0
Winter,South Canyon,February,14,2024,18,3,60,0,0,0,0,0,0,0,0,0,0
Winter,South Canyon,February,14,2024,19,2,60,0,0,0,0,0,0,0,0,0,0
Winter,South Canyon,February,14,2024,20,0,0,0,0,0,0,0,0,0,0,0,0
Winter,South Canyon,February,14,2024,21,1,1,0,0,0,0,0,0,0,0,0,0
Winter,South Canyon,February,14,2024,22,1,40,0,0,0,0,0,0,0,0,0,0
Winter,South Canyon,February,14,2024,23,2,60,0,0,0,0,0,0,0,0,0,0
Winter,South Canyon,February,14,2024,24,2,30,0,0,0,0,0,0,0,0,0,0
Winter,South Canyon,February,14,2024,25,1,40,0,0,0,0,0,0,0,0,0,0
